i,id,weight,cost
26,bf,6,52
26,bg,97,52
26,bH,96,52
26,ac,75,52
26,bi,12,52
26,al,76,52
26,by,13,52
26,bh,21,52
26,be,59,52
26,bj,8,52
26,bV,65,52
26,bG,42,52
26,aP,25,52
26,aI,90,52
27,ak,87,18
27,aA,37,18
27,bn,14,18
27,aN,100,18
27,bC,47,18
27,aR,7,18
27,bT,70,18
27,aJ,73,18
27,bl,35,18
27,ar,42,18
27,bK,29,18
27,aM,72,18
27,aD,33,18
27,bR,1,18
27,bk,87,18
27,aY,10,18
27,aX,33,18
27,bH,96,18
27,bt,30,18
27,ac,75,18
27,bi,12,18
27,aa,71,18
27,aO,3,18
27,bh,21,18
27,aq,10,18
27,bj,8,18
27,bd,9,18
27,aI,90,18
27,aP,25,18
27,bO,67,18
27,ay,63,18
28,ak,87,29
28,ba,6,29
28,aA,37,29
28,bP,43,29
28,bm,55,29
28,bn,14,29
28,aS,46,29
28,bA,15,29
28,af,62,29
28,aV,66,29
28,az,56,29
28,aZ,9,29
28,bL,50,29
28,aR,7,29
28,ay,63,29
28,aC,9,29
28,bM,42,29
28,bx,15,29
28,bw,25,29
28,bu,16,29
28,ar,42,29
28,ae,19,29
28,as,88,29
28,aD,33,29
28,bU,54,29
28,bv,20,29
28,br,1,29
28,bR,1,29
28,ah,7,29
28,bz,99,29
28,bo,3,29
28,aY,10,29
28,bt,30,29
28,bI,20,29
28,bQ,66,29
28,bc,89,29
28,ao,57,29
28,bS,81,29
28,aL,93,29
28,aO,3,29
28,bD,47,29
28,bV,65,29
28,bG,42,29
28,aP,25,29
28,am,83,29
28,aE,32,29
29,ba,6,24
29,bP,43,24
29,aN,100,24
29,aw,1,24
29,ag,94,24
29,af,62,24
29,ad,10,24
29,bp,59,24
29,bL,50,24
29,bs,85,24
29,bT,70,24
29,bx,15,24
29,bw,25,24
29,aB,25,24
29,aF,90,24
29,ar,42,24
29,bK,29,24
29,au,39,24
29,ah,7,24
29,bo,3,24
29,aQ,63,24
29,ax,26,24
29,bf,6,24
29,aX,33,24
29,bg,97,24
29,bF,29,24
29,bb,22,24
29,bt,30,24
29,bQ,66,24
29,bI,20,24
29,by,13,24
29,bS,81,24
29,aW,71,24
29,aL,93,24
29,aO,3,24
29,be,59,24
29,av,97,24
29,bd,9,24
29,bV,65,24
29,aP,25,24
29,am,83,24
30,aA,37,51
30,aH,95,51
30,bn,14,51
30,an,12,51
30,aZ,9,51
30,bs,85,51
30,bx,15,51
30,bw,25,51
30,bq,91,51
30,aD,33,51
30,bo,3,51
30,bg,97,51
30,bb,22,51
30,bH,96,51
30,ac,75,51
30,aW,71,51
30,aa,71,51
30,aL,93,51
30,aT,95,51
30,aP,25,51
30,aE,32,51
31,ak,87,85
31,aA,37,85
31,aH,95,85
31,aS,46,85
31,aN,100,85
31,bA,15,85
31,aV,66,85
31,az,56,85
31,aU,64,85
31,bC,47,85
31,bL,50,85
31,ap,5,85
31,ay,63,85
31,aC,9,85
31,ai,7,85
31,ab,25,85
31,bw,25,85
31,aB,25,85
31,ar,42,85
31,bB,29,85
31,bN,70,85
31,aM,72,85
31,au,39,85
31,ae,19,85
31,bJ,60,85
31,bv,20,85
31,bk,87,85
31,aj,67,85
31,aQ,63,85
31,ax,26,85
31,bF,29,85
31,bb,22,85
31,aG,35,85
31,bc,89,85
31,bh,21,85
31,be,59,85
31,bD,47,85
31,av,97,85
31,aI,90,85
31,aP,25,85
31,bO,67,85
31,aE,32,85
32,ba,6,89
32,ak,87,89
32,aA,37,89
32,bP,43,89
32,bm,55,89
32,bn,14,89
32,aN,100,89
32,ag,94,89
32,ad,10,89
32,az,56,89
32,aZ,9,89
32,aR,7,89
32,bM,42,89
32,bx,15,89
32,ab,25,89
32,aJ,73,89
32,bu,16,89
32,aB,25,89
32,aF,90,89
32,bB,29,89
32,aM,72,89
32,bU,54,89
32,bJ,60,89
32,bv,20,89
32,ah,7,89
32,bz,99,89
32,bo,3,89
32,aj,67,89
32,ax,26,89
32,bf,6,89
32,bQ,66,89
32,aG,35,89
32,ac,75,89
32,bI,20,89
32,al,76,89
32,bS,81,89
32,aW,71,89
32,aO,3,89
32,be,59,89
32,aq,10,89
32,bj,8,89
32,bd,9,89
32,am,83,89
32,ay,63,89
33,aH,95,84
33,az,56,84
33,ad,10,84
33,aR,7,84
33,ab,25,84
33,bl,35,84
33,ar,42,84
33,bK,29,84
33,bq,91,84
33,as,88,84
33,bR,1,84
33,bk,87,84
33,bz,99,84
33,aj,67,84
33,bg,97,84
33,bb,22,84
33,ac,75,84
33,by,13,84
33,bS,81,84
33,bd,9,84
33,aP,25,84
33,aI,90,84
34,bn,14,89
34,aS,46,89
34,an,12,89
34,aw,1,89
34,ad,10,89
34,aZ,9,89
34,bx,15,89
34,bl,35,89
34,aF,90,89
34,bK,29,89
34,bq,91,89
34,aK,5,89
34,bR,1,89
34,bz,99,89
34,bb,22,89
34,bt,30,89
34,ao,57,89
34,al,76,89
34,bS,81,89
34,aO,3,89
34,be,59,89
34,bD,47,89
34,bd,9,89
34,bV,65,89
34,am,83,89
34,ay,63,89
35,bm,55,79
35,an,12,79
35,af,62,79
35,aV,66,79
35,az,56,79
35,aE,32,79
35,ad,10,79
35,bp,59,79
35,aZ,9,79
35,ay,63,79
35,ai,7,79
35,bT,70,79
35,bw,25,79
35,bl,35,79
35,bB,29,79
35,bq,91,79
35,aM,72,79
35,aK,5,79
35,ah,7,79
35,bE,12,79
35,aX,33,79
35,bF,29,79
35,bS,81,79
35,bj,8,79
35,bd,9,79
35,bV,65,79
35,am,83,79
35,aI,90,79
36,at,99,65
36,aW,71,65
36,by,13,65
36,bR,1,65
36,ah,7,65
36,bl,35,65
36,bd,9,65
36,bN,70,65
36,bF,29,65
36,bA,15,65
36,bQ,66,65
36,ad,10,65
37,aw,1,99
37,bA,15,99
37,ad,10,99
37,aR,7,99
37,ay,63,99
37,bx,15,99
37,aC,9,99
37,aJ,73,99
37,bw,25,99
37,bB,29,99
37,bN,70,99
37,bK,29,99
37,aD,33,99
37,bJ,60,99
37,aK,5,99
37,bz,99,99
37,aj,67,99
37,bo,3,99
37,aY,10,99
37,bf,6,99
37,bg,97,99
37,bF,29,99
37,bb,22,99
37,bt,30,99
37,ac,75,99
37,bS,81,99
37,bj,8,99
37,bV,65,99
37,aE,32,99
38,ak,87,90
38,aA,37,90
38,bP,43,90
38,bm,55,90
38,bn,14,90
38,an,12,90
38,aN,100,90
38,aw,1,90
38,af,62,90
38,aU,64,90
38,bw,25,90
38,aB,25,90
38,bN,70,90
38,bq,91,90
38,au,39,90
38,ae,19,90
38,at,99,90
38,bJ,60,90
38,bE,12,90
38,bo,3,90
38,aQ,63,90
38,bF,29,90
38,bH,96,90
38,bt,30,90
38,ac,75,90
38,bI,20,90
38,bc,89,90
38,bQ,66,90
38,bi,12,90
38,by,13,90
38,aW,71,90
38,aL,93,90
38,aO,3,90
38,bh,21,90
38,be,59,90
38,aT,95,90
38,aI,90,90
38,bd,9,90
38,bG,42,90
38,aE,32,90
39,ba,6,47
39,aA,37,47
39,aH,95,47
39,aN,100,47
39,aw,1,47
39,az,56,47
39,bC,47,47
39,aZ,9,47
39,bs,85,47
39,ay,63,47
39,ai,7,47
39,ab,25,47
39,bw,25,47
39,bl,35,47
39,bB,29,47
39,bN,70,47
39,bq,91,47
39,au,39,47
39,as,88,47
39,aD,33,47
39,at,99,47
39,bJ,60,47
39,bE,12,47
39,bz,99,47
39,aj,67,47
39,aQ,63,47
39,aY,10,47
39,bf,6,47
39,aX,33,47
39,bQ,66,47
39,bH,96,47
39,bt,30,47
39,bc,89,47
39,bi,12,47
39,bS,81,47
39,aO,3,47
39,be,59,47
39,av,97,47
39,aT,95,47
39,bV,65,47
39,bG,42,47
39,bO,67,47
39,aI,90,47
40,ak,87,84
40,aH,95,84
40,bn,14,84
40,aS,46,84
40,an,12,84
40,bA,15,84
40,aV,66,84
40,az,56,84
40,aU,64,84
40,bC,47,84
40,aZ,9,84
40,ai,7,84
40,aC,9,84
40,bl,35,84
40,bu,16,84
40,aF,90,84
40,bN,70,84
40,bq,91,84
40,aM,72,84
40,au,39,84
40,as,88,84
40,bU,54,84
40,bJ,60,84
40,at,99,84
40,aK,5,84
40,bv,20,84
40,ah,7,84
40,aj,67,84
40,aQ,63,84
40,aY,10,84
40,bg,97,84
40,bF,29,84
40,bQ,66,84
40,bH,96,84
40,ac,75,84
40,bi,12,84
40,by,13,84
40,bS,81,84
40,aa,71,84
40,aW,71,84
40,aL,93,84
40,al,76,84
40,aO,3,84
40,bh,21,84
40,aT,95,84
40,bd,9,84
40,bG,42,84
40,aP,25,84
40,am,83,84
40,aI,90,84
41,ak,87,47
41,aH,95,47
41,aS,46,47
41,an,12,47
41,bA,15,47
41,af,62,47
41,ad,10,47
41,az,56,47
41,aU,64,47
41,ap,5,47
41,bL,50,47
41,bs,85,47
41,bT,70,47
41,bx,15,47
41,ay,63,47
41,aJ,73,47
41,bl,35,47
41,bu,16,47
41,aF,90,47
41,ar,42,47
41,bB,29,47
41,bN,70,47
41,bq,91,47
41,aM,72,47
41,bU,54,47
41,aD,33,47
41,at,99,47
41,bJ,60,47
41,bR,1,47
41,bo,3,47
41,aQ,63,47
41,ax,26,47
41,aY,10,47
41,bf,6,47
41,aX,33,47
41,bH,96,47
41,bI,20,47
41,ac,75,47
41,bQ,66,47
41,bc,89,47
41,bi,12,47
41,by,13,47
41,aa,71,47
41,aO,3,47
41,bh,21,47
41,av,97,47
41,am,83,47
41,bO,67,47
41,aE,32,47
42,aA,37,39
42,bn,14,39
42,an,12,39
42,af,62,39
42,ad,10,39
42,ab,25,39
42,aB,25,39
42,bK,29,39
42,au,39,39
42,as,88,39
42,aD,33,39
42,bJ,60,39
42,br,1,39
42,bR,1,39
42,ah,7,39
42,bz,99,39
42,aQ,63,39
42,ax,26,39
42,bf,6,39
42,bF,29,39
42,bc,89,39
42,al,76,39
42,bS,81,39
42,aa,71,39
42,bh,21,39
42,aT,95,39
42,bd,9,39
42,bG,42,39
43,bP,43,87
43,bn,14,87
43,an,12,87
43,aN,100,87
43,ag,94,87
43,az,56,87
43,bp,59,87
43,aZ,9,87
43,aR,7,87
43,bs,85,87
43,ai,7,87
43,bM,42,87
43,bx,15,87
43,bN,70,87
43,au,39,87
43,ae,19,87
43,br,1,87
43,bJ,60,87
43,aj,67,87
43,ax,26,87
43,aX,33,87
43,bg,97,87
43,bQ,66,87
43,aL,93,87
43,aO,3,87
43,bD,47,87
43,aT,95,87
43,bd,9,87
43,bV,65,87
43,aP,25,87
43,am,83,87
43,bO,67,87
43,aI,90,87
44,aD,33,90
44,br,1,90
44,bv,20,90
44,aA,37,90
44,bA,15,90
44,aa,71,90
44,aH,95,90
44,av,97,90
44,bw,25,90
44,aQ,63,90
44,aF,90,90
44,ax,26,90
44,aB,25,90
44,bg,97,90
44,bb,22,90
44,ag,94,90
44,bc,89,90
45,ao,57,58
45,bv,20,58
45,bR,1,58
45,ab,25,58
45,aJ,73,58
45,bo,3,58
45,aj,67,58
45,aY,10,58
45,aI,90,58
45,bB,29,58
45,an,12,58
45,aN,100,58
45,aw,1,58
45,bQ,66,58
45,bI,20,58
45,aE,32,58
46,ak,87,34
46,ba,6,34
46,bP,43,34
46,bm,55,34
46,aN,100,34
46,aw,1,34
46,af,62,34
46,az,56,34
46,ad,10,34
46,bC,47,34
46,aZ,9,34
46,bT,70,34
46,bx,15,34
46,ai,7,34
46,aJ,73,34
46,aB,25,34
46,bB,29,34
46,bq,91,34
46,bK,29,34
46,bU,54,34
46,aD,33,34
46,at,99,34
46,bJ,60,34
46,bv,20,34
46,bk,87,34
46,bE,12,34
46,bz,99,34
46,aQ,63,34
46,ax,26,34
46,bf,6,34
46,bg,97,34
46,bb,22,34
46,bt,30,34
46,bQ,66,34
46,bH,96,34
46,aG,35,34
46,by,13,34
46,aW,71,34
46,bS,81,34
46,aa,71,34
46,bh,21,34
46,bD,47,34
46,aq,10,34
46,bj,8,34
46,aT,95,34
46,bG,42,34
46,aP,25,34
46,am,83,34
46,bO,67,34
47,bn,14,35
47,aw,1,35
47,aV,66,35
47,bp,59,35
47,aC,9,35
47,bw,25,35
47,aB,25,35
47,aF,90,35
47,bK,29,35
47,aM,72,35
47,au,39,35
47,ae,19,35
47,bU,54,35
47,bJ,60,35
47,br,1,35
47,aK,5,35
47,bk,87,35
47,aQ,63,35
47,bg,97,35
47,bt,30,35
47,ac,75,35
47,by,13,35
47,aW,71,35
47,aL,93,35
47,bd,9,35
47,bV,65,35
47,bO,67,35
47,aI,90,35
48,aD,33,35
48,bJ,60,35
48,bF,29,35
48,aA,37,35
48,bq,91,35
48,bS,81,35
48,bm,55,35
48,bh,21,35
48,bj,8,35
48,aY,10,35
48,bB,29,35
48,bK,29,35
48,bA,15,35
48,au,39,35
48,bH,96,35
48,ae,19,35
48,ad,10,35
48,bU,54,35
49,ak,87,10
49,aw,1,10
49,ag,94,10
49,af,62,10
49,bp,59,10
49,ap,5,10
49,bM,42,10
49,bl,35,10
49,bq,91,10
49,ae,19,10
49,at,99,10
49,bz,99,10
49,aj,67,10
49,bg,97,10
49,bb,22,10
49,bQ,66,10
49,bi,12,10
49,bh,21,10
49,bD,47,10
49,aT,95,10
49,bV,65,10
49,aP,25,10
49,am,83,10
49,bO,67,10
50,ba,6,37
50,bP,43,37
50,bm,55,37
50,bn,14,37
50,aS,46,37
50,an,12,37
50,aw,1,37
50,ad,10,37
50,aU,64,37
50,bT,70,37
50,bM,42,37
50,ab,25,37
50,bl,35,37
50,aB,25,37
50,bq,91,37
50,au,39,37
50,at,99,37
50,aK,5,37
50,bJ,60,37
50,bk,87,37
50,bz,99,37
50,bg,97,37
50,bi,12,37
50,al,76,37
50,by,13,37
50,aa,71,37
50,aO,3,37
50,bh,21,37
50,be,59,37
50,aq,10,37
50,bV,65,37
50,am,83,37
51,ak,87,22
51,aA,37,22
51,aH,95,22
51,aS,46,22
51,bA,15,22
51,aw,1,22
51,af,62,22
51,ad,10,22
51,bC,47,22
51,bL,50,22
51,bs,85,22
51,ay,63,22
51,ai,7,22
51,bx,15,22
51,bM,42,22
51,bu,16,22
51,bl,35,22
51,bq,91,22
51,bK,29,22
51,aM,72,22
51,as,88,22
51,at,99,22
51,ah,7,22
51,bk,87,22
51,bE,12,22
51,bz,99,22
51,bo,3,22
51,ax,26,22
51,aX,33,22
51,bF,29,22
51,aW,71,22
51,bS,81,22
51,al,76,22
51,by,13,22
51,aa,71,22
51,bj,8,22
