i,id,weight,cost
17,bw,25,41
17,aF,90,41
17,bN,70,41
17,bK,29,41
17,bq,91,41
17,ae,19,41
17,bU,54,41
17,bJ,60,41
17,aK,5,41
17,br,1,41
17,ah,7,41
17,aj,67,41
17,bo,3,41
17,ax,26,41
17,bg,97,41
17,bF,29,41
17,bQ,66,41
17,ao,57,41
17,bi,12,41
17,al,76,41
17,bS,81,41
17,bh,21,41
17,be,59,41
17,av,97,41
17,bj,8,41
17,bd,9,41
17,bO,67,41
17,aE,32,41
18,ba,6,71
18,ak,87,71
18,aA,37,71
18,aH,95,71
18,bA,15,71
18,az,56,71
18,ad,10,71
18,bC,47,71
18,bs,85,71
18,aC,9,71
18,ai,7,71
18,aJ,73,71
18,bu,16,71
18,aB,25,71
18,bB,29,71
18,bK,29,71
18,bq,91,71
18,ae,19,71
18,bU,54,71
18,aD,33,71
18,at,99,71
18,aK,5,71
18,ah,7,71
18,bz,99,71
18,aX,33,71
18,bg,97,71
18,bt,30,71
18,bH,96,71
18,bI,20,71
18,ac,75,71
18,aG,35,71
18,bc,89,71
18,bi,12,71
18,bS,81,71
18,aa,71,71
18,aO,3,71
18,bD,47,71
18,av,97,71
18,aq,10,71
18,aT,95,71
18,bd,9,71
19,ak,87,83
19,bP,43,83
19,bn,14,83
19,an,12,83
19,ag,94,83
19,ad,10,83
19,aU,64,83
19,bC,47,83
19,aZ,9,83
19,bL,50,83
19,aC,9,83
19,ab,25,83
19,bw,25,83
19,aF,90,83
19,bq,91,83
19,ae,19,83
19,br,1,83
19,aK,5,83
19,bk,87,83
19,bE,12,83
19,bz,99,83
19,aj,67,83
19,bo,3,83
19,aY,10,83
19,bg,97,83
19,bF,29,83
19,bH,96,83
19,bI,20,83
19,aG,35,83
19,bc,89,83
19,ao,57,83
19,bi,12,83
19,aW,71,83
19,bS,81,83
19,aL,93,83
19,be,59,83
19,bD,47,83
19,av,97,83
19,aq,10,83
19,bO,67,83
19,aE,32,83
20,ba,6,51
20,bA,15,51
20,aw,1,51
20,ad,10,51
20,bC,47,51
20,bp,59,51
20,aU,64,51
20,bL,50,51
20,aR,7,51
20,aB,25,51
20,aF,90,51
20,au,39,51
20,bE,12,51
20,bo,3,51
20,aQ,63,51
20,aY,10,51
20,bb,22,51
20,ac,75,51
20,bi,12,51
20,aW,71,51
20,by,13,51
20,aa,71,51
20,aL,93,51
20,bh,21,51
21,aH,95,35
21,an,12,35
21,af,62,35
21,ag,94,35
21,aE,32,35
21,aU,64,35
21,aZ,9,35
21,ap,5,35
21,bl,35,35
21,aB,25,35
21,ar,42,35
21,au,39,35
21,aD,33,35
21,bJ,60,35
21,ah,7,35
21,bE,12,35
21,ax,26,35
21,bF,29,35
21,bI,20,35
21,ac,75,35
21,aG,35,35
21,ao,57,35
21,bi,12,35
21,aW,71,35
21,bS,81,35
21,aa,71,35
21,aL,93,35
21,av,97,35
21,bj,8,35
21,aI,90,35
22,ak,87,19
22,bn,14,19
22,bC,47,19
22,aZ,9,19
22,ab,25,19
22,aJ,73,19
22,bu,16,19
22,bv,20,19
22,bR,1,19
22,ah,7,19
22,bE,12,19
22,bz,99,19
22,aX,33,19
22,bg,97,19
22,bb,22,19
22,bQ,66,19
22,ao,57,19
22,bi,12,19
22,aa,71,19
22,bD,47,19
22,aT,95,19
22,bV,65,19
22,aP,25,19
22,am,83,19
22,bO,67,19
22,aE,32,19
23,aA,37,53
23,bP,43,53
23,bm,55,53
23,aH,95,53
23,aN,100,53
23,bA,15,53
23,bp,59,53
23,aZ,9,53
23,ap,5,53
23,bL,50,53
23,bs,85,53
23,bq,91,53
23,bK,29,53
23,aM,72,53
23,ae,19,53
23,bU,54,53
23,aD,33,53
23,as,88,53
23,bJ,60,53
23,aK,5,53
23,br,1,53
23,bR,1,53
23,bz,99,53
23,aj,67,53
23,aQ,63,53
23,ax,26,53
23,ac,75,53
23,bc,89,53
23,bi,12,53
23,aa,71,53
23,be,59,53
23,av,97,53
23,aq,10,53
23,bj,8,53
23,aT,95,53
23,bG,42,53
23,bO,67,53
23,aE,32,53
24,ak,87,1
24,bm,55,1
24,aS,46,1
24,af,62,1
24,aV,66,1
24,az,56,1
24,ad,10,1
24,bp,59,1
24,aU,64,1
24,ap,5,1
24,aR,7,1
24,aJ,73,1
24,bw,25,1
24,aB,25,1
24,ar,42,1
24,aF,90,1
24,bN,70,1
24,bK,29,1
24,aM,72,1
24,au,39,1
24,as,88,1
24,bv,20,1
24,bJ,60,1
24,at,99,1
24,br,1,1
24,bz,99,1
24,aY,10,1
24,bf,6,1
24,bg,97,1
24,bF,29,1
24,ao,57,1
24,bh,21,1
24,bD,47,1
24,av,97,1
24,aq,10,1
24,bV,65,1
24,aP,25,1
24,am,83,1
24,bO,67,1
24,aE,32,1
25,ba,6,9
25,aA,37,9
25,bP,43,9
25,af,62,9
25,aV,66,9
25,aU,64,9
25,bp,59,9
25,bC,47,9
25,bs,85,9
25,aJ,73,9
25,aB,25,9
25,bN,70,9
25,bq,91,9
25,aM,72,9
25,bU,54,9
25,bR,1,9
25,bk,87,9
25,bE,12,9
25,bz,99,9
25,aQ,63,9
25,ax,26,9
25,bf,6,9
25,aX,33,9
25,bb,22,9
25,aG,35,9
25,al,76,9
25,av,97,9
25,bG,42,9
25,am,83,9
25,aI,90,9
26,ak,87,15
26,bm,55,15
26,aH,95,15
26,aS,46,15
26,af,62,15
26,az,56,15
26,bx,15,15
26,ab,25,15
26,ar,42,15
26,aF,90,15
26,au,39,15
26,bU,54,15
26,bv,20,15
26,aK,5,15
26,bz,99,15
26,bo,3,15
26,aQ,63,15
26,ac,75,15
26,ao,57,15
26,aa,71,15
26,aL,93,15
26,bD,47,15
26,aP,25,15
26,aE,32,15
27,bP,43,31
27,bn,14,31
27,af,62,31
27,bC,47,31
27,aU,64,31
27,aZ,9,31
27,bx,15,31
27,aC,9,31
27,ab,25,31
27,aJ,73,31
27,ar,42,31
27,bB,29,31
27,bN,70,31
27,aM,72,31
27,bv,20,31
27,br,1,31
27,bE,12,31
27,aj,67,31
27,bo,3,31
27,aY,10,31
27,ax,26,31
27,bf,6,31
27,bb,22,31
27,aG,35,31
27,bS,81,31
27,aq,10,31
27,bj,8,31
27,aP,25,31
27,am,83,31
27,ay,63,31
28,bP,43,53
28,bn,14,53
28,aS,46,53
28,aN,100,53
28,af,62,53
28,aV,66,53
28,ad,10,53
28,bC,47,53
28,aU,64,53
28,bp,59,53
28,ap,5,53
28,bs,85,53
28,bx,15,53
28,ai,7,53
28,aJ,73,53
28,aB,25,53
28,bB,29,53
28,bN,70,53
28,bq,91,53
28,aM,72,53
28,as,88,53
28,aD,33,53
28,br,1,53
28,at,99,53
28,bJ,60,53
28,ah,7,53
28,bk,87,53
28,bf,6,53
28,aX,33,53
28,bQ,66,53
28,bI,20,53
28,bc,89,53
28,bi,12,53
28,bS,81,53
28,aL,93,53
28,be,59,53
28,av,97,53
28,bd,9,53
28,am,83,53
28,bO,67,53
28,aI,90,53
29,ba,6,51
29,bP,43,51
29,aH,95,51
29,aS,46,51
29,af,62,51
29,aV,66,51
29,ag,94,51
29,bp,59,51
29,bL,50,51
29,aR,7,51
29,ap,5,51
29,bT,70,51
29,ai,7,51
29,bM,42,51
29,ay,63,51
29,ab,25,51
29,aJ,73,51
29,bl,35,51
29,aF,90,51
29,ar,42,51
29,bB,29,51
29,bN,70,51
29,bq,91,51
29,aM,72,51
29,ae,19,51
29,as,88,51
29,br,1,51
29,aK,5,51
29,bR,1,51
29,bf,6,51
29,bg,97,51
29,bF,29,51
29,bb,22,51
29,bH,96,51
29,aG,35,51
29,ac,75,51
29,bQ,66,51
29,bS,81,51
29,aL,93,51
29,bd,9,51
29,bG,42,51
29,am,83,51
29,aI,90,51
30,ak,87,42
30,bP,43,42
30,aH,95,42
30,bn,14,42
30,an,12,42
30,aN,100,42
30,aw,1,42
30,ad,10,42
30,aU,64,42
30,bp,59,42
30,bT,70,42
30,bM,42,42
30,aC,9,42
30,bU,54,42
30,at,99,42
30,bv,20,42
30,bJ,60,42
30,br,1,42
30,ax,26,42
30,aX,33,42
30,bF,29,42
30,bb,22,42
30,bt,30,42
30,bI,20,42
30,ac,75,42
30,bH,96,42
30,bi,12,42
30,aW,71,42
30,bS,81,42
30,aa,71,42
30,al,76,42
30,by,13,42
30,bh,21,42
30,bj,8,42
30,aT,95,42
30,bd,9,42
30,bG,42,42
30,bO,67,42
30,aI,90,42
31,aw,1,40
31,ad,10,40
31,bL,50,40
31,ap,5,40
31,aC,9,40
31,bM,42,40
31,aJ,73,40
31,bu,16,40
31,bN,70,40
31,bq,91,40
31,br,1,40
31,at,99,40
31,ah,7,40
31,bE,12,40
31,bz,99,40
31,ax,26,40
31,bf,6,40
31,bg,97,40
31,bb,22,40
31,bI,20,40
31,ac,75,40
31,bi,12,40
31,aa,71,40
31,aL,93,40
31,aT,95,40
32,an,12,33
32,bA,15,33
32,az,56,33
32,bC,47,33
32,bL,50,33
32,aR,7,33
32,bw,25,33
32,bl,35,33
32,bB,29,33
32,bN,70,33
32,bU,54,33
32,at,99,33
32,aK,5,33
32,bR,1,33
32,al,76,33
32,bS,81,33
32,aL,93,33
32,be,59,33
32,aT,95,33
32,bd,9,33
32,aI,90,33
32,aP,25,33
32,am,83,33
32,aE,32,33
33,ag,94,1
33,af,62,1
33,aV,66,1
33,az,56,1
33,bp,59,1
33,aZ,9,1
33,bL,50,1
33,bs,85,1
33,bT,70,1
33,bx,15,1
33,aC,9,1
33,ai,7,1
33,ab,25,1
33,ar,42,1
33,bN,70,1
33,bq,91,1
33,au,39,1
33,at,99,1
33,bJ,60,1
33,aK,5,1
33,ah,7,1
33,bz,99,1
33,aj,67,1
33,ax,26,1
33,bf,6,1
33,aY,10,1
33,bg,97,1
33,bb,22,1
33,bt,30,1
33,bH,96,1
33,bc,89,1
33,ao,57,1
33,bi,12,1
33,aW,71,1
33,bS,81,1
33,aL,93,1
33,av,97,1
33,bd,9,1
33,bG,42,1
33,aP,25,1
34,ak,87,37
34,bm,55,37
34,aH,95,37
34,bn,14,37
34,aS,46,37
34,af,62,37
34,ad,10,37
34,bT,70,37
34,aJ,73,37
34,aB,25,37
34,au,39,37
34,aM,72,37
34,br,1,37
34,aK,5,37
34,bv,20,37
34,at,99,37
34,bR,1,37
34,bz,99,37
34,aQ,63,37
34,aY,10,37
34,aX,33,37
34,bt,30,37
34,bI,20,37
34,ac,75,37
34,al,76,37
34,bS,81,37
34,aa,71,37
34,aL,93,37
34,aO,3,37
34,av,97,37
34,aq,10,37
34,aI,90,37
34,bV,65,37
34,am,83,37
34,aE,32,37
35,ak,87,40
35,aA,37,40
35,aS,46,40
35,an,12,40
35,aN,100,40
35,aw,1,40
35,bA,15,40
35,ad,10,40
35,ap,5,40
35,ai,7,40
35,bM,42,40
35,aJ,73,40
35,bw,25,40
35,bu,16,40
35,bK,29,40
35,au,39,40
35,ae,19,40
35,as,88,40
35,bJ,60,40
35,br,1,40
35,bR,1,40
35,bz,99,40
35,aj,67,40
35,aQ,63,40
35,ax,26,40
35,bg,97,40
35,bF,29,40
35,bH,96,40
35,bI,20,40
35,ac,75,40
35,bc,89,40
35,bi,12,40
35,aW,71,40
35,al,76,40
35,aa,71,40
35,aL,93,40
35,bD,47,40
35,aq,10,40
35,am,83,40
35,aI,90,40
36,aH,95,82
36,ad,10,82
36,aU,64,82
36,bL,50,82
36,aR,7,82
36,bs,85,82
36,bx,15,82
36,ab,25,82
36,aJ,73,82
36,bu,16,82
36,aM,72,82
36,ah,7,82
36,bf,6,82
36,bF,29,82
36,bt,30,82
36,ao,57,82
36,aL,93,82
36,bh,21,82
36,aT,95,82
36,bV,65,82
36,bG,42,82
37,aA,37,11
37,bm,55,11
37,aH,95,11
37,bn,14,11
37,bA,15,11
37,aV,66,11
37,aZ,9,11
37,ab,25,11
37,aF,90,11
37,bq,91,11
37,bK,29,11
37,au,39,11
37,br,1,11
37,bo,3,11
37,bg,97,11
37,bb,22,11
37,bt,30,11
37,aG,35,11
37,bI,20,11
37,bH,96,11
37,aa,71,11
37,bh,21,11
37,bD,47,11
37,aq,10,11
37,ay,63,11
38,ak,87,97
38,aA,37,97
38,bm,55,97
38,bn,14,97
38,aN,100,97
38,bA,15,97
38,af,62,97
38,aU,64,97
38,bC,47,97
38,aZ,9,97
38,aR,7,97
38,bs,85,97
38,ai,7,97
38,bx,15,97
38,aC,9,97
38,bM,42,97
38,bl,35,97
38,aB,25,97
38,bB,29,97
38,bN,70,97
38,bU,54,97
38,aD,33,97
38,bJ,60,97
38,aK,5,97
38,bv,20,97
38,at,99,97
38,br,1,97
38,bR,1,97
38,bk,87,97
38,bE,12,97
38,bz,99,97
38,aY,10,97
38,aX,33,97
38,bF,29,97
38,bt,30,97
38,bH,96,97
38,bQ,66,97
38,ao,57,97
38,aW,71,97
38,bS,81,97
38,aO,3,97
38,bh,21,97
38,bD,47,97
38,av,97,97
38,aq,10,97
38,bj,8,97
38,aT,95,97
38,bV,65,97
38,bG,42,97
38,aE,32,97
39,aS,46,54
39,bA,15,54
39,ag,94,54
39,af,62,54
39,bp,59,54
39,bL,50,54
39,ap,5,54
39,bs,85,54
39,bT,70,54
39,bx,15,54
39,bM,42,54
39,bw,25,54
39,bl,35,54
39,bu,16,54
39,aB,25,54
39,bB,29,54
39,bN,70,54
39,bK,29,54
39,aM,72,54
39,au,39,54
39,ae,19,54
39,as,88,54
39,aD,33,54
39,bv,20,54
39,aK,5,54
39,ah,7,54
39,bz,99,54
39,bo,3,54
39,aY,10,54
39,bH,96,54
39,aG,35,54
39,bt,30,54
39,bQ,66,54
39,ao,57,54
39,bi,12,54
39,by,13,54
39,al,76,54
39,aa,71,54
39,aL,93,54
39,bD,47,54
39,aq,10,54
39,bj,8,54
39,aT,95,54
39,bd,9,54
39,bG,42,54
39,aP,25,54
39,am,83,54
39,bO,67,54
39,aE,32,54
40,bm,55,75
40,aS,46,75
40,ap,5,75
40,bM,42,75
40,ab,25,75
40,aJ,73,75
40,bw,25,75
40,bl,35,75
40,bK,29,75
40,aM,72,75
40,ae,19,75
40,at,99,75
40,aK,5,75
40,br,1,75
40,bv,20,75
40,ah,7,75
40,bE,12,75
40,bo,3,75
40,aY,10,75
40,ax,26,75
40,bH,96,75
40,aG,35,75
40,bI,20,75
40,al,76,75
40,by,13,75
40,bS,81,75
40,aW,71,75
40,aO,3,75
40,av,97,75
40,aT,95,75
40,bV,65,75
40,bG,42,75
40,am,83,75
40,bO,67,75
40,aI,90,75
41,ba,6,24
41,bm,55,24
41,aS,46,24
41,an,12,24
41,bA,15,24
41,aw,1,24
41,af,62,24
41,az,56,24
41,aE,32,24
41,aU,64,24
41,bp,59,24
41,ap,5,24
41,aR,7,24
41,bs,85,24
41,bT,70,24
41,aC,9,24
41,bx,15,24
41,ai,7,24
41,bw,25,24
41,bu,16,24
41,aF,90,24
41,bq,91,24
41,bK,29,24
41,au,39,24
41,aM,72,24
41,ae,19,24
41,as,88,24
41,aD,33,24
41,br,1,24
41,bJ,60,24
41,at,99,24
41,ah,7,24
41,bE,12,24
41,bz,99,24
41,bo,3,24
41,aj,67,24
41,aQ,63,24
41,bf,6,24
41,aX,33,24
41,bF,29,24
41,bQ,66,24
41,ac,75,24
41,by,13,24
41,aa,71,24
41,aL,93,24
41,av,97,24
41,aq,10,24
41,aP,25,24
41,am,83,24
41,ay,63,24
42,aA,37,44
42,bm,55,44
42,aS,46,44
42,ag,94,44
42,ad,10,44
42,bp,59,44
42,aB,25,44
42,aM,72,44
42,aD,33,44
42,aK,5,44
42,aj,67,44
42,bf,6,44
42,aG,35,44
42,ac,75,44
42,bS,81,44
42,aO,3,44
42,av,97,44
42,bV,65,44
42,bO,67,44
42,aE,32,44
43,aA,37,89
43,aS,46,89
43,aE,32,89
43,aU,64,89
43,ap,5,89
43,bL,50,89
43,bT,70,89
43,aC,9,89
43,ab,25,89
43,aJ,73,89
43,bu,16,89
43,bB,29,89
43,bU,54,89
43,ah,7,89
43,bk,87,89
43,bz,99,89
43,aQ,63,89
43,ax,26,89
43,aY,10,89
43,bQ,66,89
43,aG,35,89
43,bt,30,89
43,aW,71,89
43,aL,93,89
43,bh,21,89
43,bD,47,89
43,be,59,89
43,aq,10,89
43,bG,42,89
43,ay,63,89
44,ak,87,11
44,bm,55,11
44,bn,14,11
44,an,12,11
44,bA,15,11
44,az,56,11
44,bC,47,11
44,bp,59,11
44,aZ,9,11
44,ap,5,11
44,bL,50,11
44,bs,85,11
44,ai,7,11
44,bx,15,11
44,aC,9,11
44,bM,42,11
44,ar,42,11
44,bB,29,11
44,bN,70,11
44,bq,91,11
44,au,39,11
44,ae,19,11
44,bU,54,11
44,bv,20,11
44,bJ,60,11
44,bk,87,11
44,bf,6,11
44,aX,33,11
44,bg,97,11
44,bF,29,11
44,bt,30,11
44,aG,35,11
44,bH,96,11
44,ac,75,11
44,bc,89,11
44,bS,81,11
44,bh,21,11
44,bD,47,11
44,be,59,11
44,bV,65,11
44,aP,25,11
44,am,83,11
45,ba,6,49
45,aA,37,49
45,bA,15,49
45,ad,10,49
45,az,56,49
45,aU,64,49
45,aZ,9,49
45,ap,5,49
45,bs,85,49
45,ai,7,49
45,ab,25,49
45,aJ,73,49
45,bw,25,49
45,bu,16,49
45,aB,25,49
45,bN,70,49
45,bq,91,49
45,aM,72,49
45,ae,19,49
45,br,1,49
45,aK,5,49
45,at,99,49
